Timestamp,Tweet
2024-03-07,This is a sample tweet about Amazon.
2,2025-03-07 09:23:36+00:00,"Received my Amazon order but a product is missing! How do I report this and get a replacement/refund? @amazon @amazonsupport #missingitem #orderissue
@ModernCrewLife https://t.co/5qofRY1V1b"
3,2025-03-07 09:21:13+00:00,"@AmazonHelp @amazonIN It has been 15 days since the return was picked up but the refund has not been received yet,
As per your commitment, refund will be credited in 13 days,
It was not expected from Amazon India"
4,2025-03-07 09:20:58+00:00,"@AmazonHelp Okay thanks. Also, the original amount was £131 but the refund is for £109. I can't find a reason on the page that reflects this since I never got the item. Can you clarify?"
5,2025-03-07 09:20:27+00:00,"Deal price 167📷📷

📷https://t.co/MQTZHJeUVA
Offer By_Earning8x

📷Grab : Carbamide Forte Magnesium Oil Lotion |250Ml

https://t.co/5d02FggM1t

📷HP 64GB MicroSD Memory Card SDXC mx310 Class 10, UHS-I, U1 Card

Deal price 499📷📷

📷https://t.co/4m3HqNCoJQ"
6,2025-03-07 09:17:06+00:00,"@amazonIN @PMOIndia @HMOIndia @jagograhakjago @ConsumerReports  Don't buy anything on Amazon because if you return something, you will not get any refund. I did, and now I'm waiting since 6th Feb for a refund. if you call then their answer will please wait for 5 business days https://t.co/c7IzYnFl5c"
7,2025-03-07 09:16:55+00:00,"It has been 15 days since the return was picked up but the refund has not been received yet. @AmazonHelp @amazonIN 
As per you refund will be provided within 13 days,
It was not expected from Amazon India,"
8,2025-03-07 09:14:11+00:00,"@manish_tiwary @amazonIN
Dear Sir,  I req Debashish (escalation desk) refund of Rs 2896 (Rs 1493x 2) Amazon UPI payment to IRCTC for train booking that was not completed today morning. I was made to speak to 2 exec n waited 20 mins before he came online.Disappointing. 9810388801"
9,2025-03-07 09:10:34+00:00,"@raj2lal We understand your concern about receiving a refund for your train ticket. Kindly refer here: https://t.co/00XPiykTBa, to know more. Appreciate your patience and understanding.(1/2) -Sumit"
10,2025-03-07 09:09:30+00:00,"@amazon why haven't you properly informed customers about your addition of passkey support? Are you afraid they'll opt out if they are allowed to make an informed decision instead of it just getting sneaked in?
Stop destroying your site's security please!"
11,2025-03-07 09:09:27+00:00,"@amazonIN @AmazonHelp Why are you sending me reminders about Insurance and Credit Card payments via WhatsApp ""Amazon Pay"" account? 

And how are you able to get my personal details. I am going to log a Cyber complaint about this data theft."
12,2025-03-07 09:06:13+00:00,"@AmazonHelp I have a query about a refund on an item that was half paid with a gift voucher. Whilst the credit card is being refunded, do I get my voucher back?"
13,2025-03-07 09:05:20+00:00,"Xiaomi 14T Pro 6.67'' AI display MTK 9300 AISP Support 120W wired and 50W wireless HyperCharge 3.4GHz 12GB 512GB Black(UK Version + 2 Years Warranty) - Now: £549.00 https://t.co/kzbWxLmYWx

#amazonuk #deals #offers #ad #techdeals"
14,2025-03-07 09:03:29+00:00,"The song is so smooth, beautiful, Bright and nostalgic. 
#SweatDream deserves to be a hit. 
Let's support it everywhere: YT (do not forget to log in on desktop), Spotify, 🍎, Amazon, Deezer, Tidal, iTunes etc https://t.co/CLcMyZ15oL https://t.co/Rpfo9WJFXr"
15,2025-03-07 09:02:02+00:00,"@amazonIN I requested for refund of Rs 2896 (Rs 1493x 2) Amazon UPI payment to IRCTC for train booking that was not completed today morning. Was told it may take 3-5 days. Disappointing, as Google Pay refunds within 12-24 hours. Mobile 9810388801"
16,2025-03-07 09:00:01+00:00,Healthcare for Spoonies: Support for Chronic Conditions. 🛡️Discover my go-to products and resources for managing chronic health conditions like Lymphoedema Distichiasis (LDS) and Dry Eye Syndrome. 💜 https://t.co/L2QMFWxrDP #affiliate #EyesOnMe https://t.co/QFB6D0MmxS
17,2025-03-07 08:54:47+00:00,"#Exclusive | The Panchayati Raj ministry has partnered with the popular Amazon Prime series ‘Panchayat’, extending its third season with three thought-provoking episodes on the issue of Panchayat Patis

@madhuparna_N | #Panchayat #AmazonPrime #PanchayatPatis… https://t.co/gAa8cGLC8S https://t.co/ydtTt7cDSG"
18,2025-03-07 08:52:57+00:00,"The new Galaxy M06 5G is here, built to keep up with you for years! With extended software support, it's designed to last till 2029. Starting at just 9,499. Get yours now on Amazon.
#GalaxyM06 5G @amazonIN @SamsungIndia #LoveForMonster https://t.co/b7rzS8xQNf"
19,2025-03-07 08:52:08+00:00,"@braveraven2025 @FringeViews He doesn't expose this.
Trans is transhumanism.
That is a serious issue that is being avoided.
Look at this ""manifesto"".
Martine Rothblatt's son Gabriel Rothblatt
was friends with Elon Musk,
and now, he has mysteriously vanished...
https://t.co/Flxm6XWX9y"
20,2025-03-07 08:51:57+00:00,"$AMZN looks good here. Oversold on the 1-day chart. It is at support. #AMAZON 🔥
https://t.co/B2DkTYFqbc
#bitcoin #crypto $BTC $ETH #altcoin #trading #signal #memecoin #forex #xau #investing #gold #API #copytrading #AMZN $AMZN https://t.co/pGVWP2w5No"
21,2025-03-07 08:44:00+00:00,"@AmazonHelp @JeffBezos @AmitAgarwal @amazon @deepigoyal @zomato @BandBajaateRaho @JeffBezos Please deliver my order @AmitAgarwal is too busy with his personal things so he is unable to take care of @amazonIN 
@BandBajaateRaho @Support #fake
#worst #Abusive https://t.co/wReFcqKm63"
22,2025-03-07 08:43:34+00:00,Hlo sir my name is Ashu my order Apple airport 4 Amazon today delivered wrong product my order is is 404-6556498-4313957 rs 17881. Sir plz my money refund I request you sir I open video creat sir my issue not solve plz help sir wrong product send. @amazonIN @AmazonHelp
23,2025-03-07 08:42:45+00:00,"@AmazonHelp It's been 20 days, but the issue is not yet resolved.
I am no longer willing to wait. I will file a complaint with the consumer court"
24,2025-03-07 08:42:41+00:00,"Hey everyone! 

I’m thrilled to announce the release of Durgesh’s new book “सनातन (हिन्दू) धर्म (संक्षिप्त) एवं भ्राता

The book is now available on Amazon/Flipkart/Notion Press  Grab your copy today using this QR Code!!
 
Thank you for your support!

#Hindu#Hindustan#Sanatan https://t.co/8a0GeAlFiq"
25,2025-03-07 08:35:48+00:00,@AmazonHelp @AmazonHelp praveen sir look into it please I want the refund money. Please help praveen sir 🙏
26,2025-03-07 08:33:10+00:00,"@AmazonHelp @amazonIN This link is senseless I need a call support from your end else I will go to the consumer rights 
@amazonIN @amazon @JeffBezos"
27,2025-03-07 08:31:08+00:00,"As rivers flow, so do markets – recognizing patterns holds value when navigating support levels. The Amazon teaches us about adapting and responding to change, forging new pathways in the wake of chaos. https://t.co/PEzMO0og5Q"
28,2025-03-07 08:29:49+00:00,"@DeepakJ67931960 We understand your concern regarding the pickup. We'd like to check this further, please contact our Amazon Shipping Services support team here: https://t.co/LciqTijg8Y, our team will assist you accordingly.
-Lalith"
29,2025-03-07 08:28:03+00:00,"@AmazonHelp @amazonIN 
I Think amazon has now started hiring comedians nowadays to harass costumer. Here see and understand.

@Flipkart Always prefer FLIPKART which has the best costumer support experience. https://t.co/3KV4OmfSCJ"
30,2025-03-07 08:25:02+00:00,@AmazonHelp @amazonIN @JeffBezos @Everyone @BBCHindi @flipkartsupport This is your investigation team email they mention I'm complaining about damage but complaints on the wrong product. And I get some details your customers support reply to me we are helpless who solve this case and my problem @AmazonHelp @amazonIN https://t.co/wRdsbW7Dnv
31,2025-03-07 08:23:48+00:00,"@KUSHkum90346079 @amazon @amazonIN @aajtak @ABPNews @DainikBhaskar @IndiaToday @indiatvnews @ZeeNews @KUSHkum90346079 We are sorry with the issue you had with refund. We'd like to help you with this. Please reach out to us via DM, we'll do our best to assist. Further, please don't include any personal or account information.
-Devasena https://t.co/1XyLaGkcaN"
32,2025-03-07 08:21:58+00:00,@AmazonHelp @amazonIN @JeffBezos @Everyone @BBCHindi @flipkartsupport I only want to refund my amount because it's your mistake You mention wrong details in your product so you cover my everything and I already talk with your agent from 28 feb and totally waste my time. https://t.co/676ec04h3i
33,2025-03-07 08:21:27+00:00,@amznsellerhelp Amazon refund for more then 60 orders while my account is deactivated and not allowed me to raised case for that once the account is activated now they said order is old we can't take action against it
34,2025-03-07 08:20:10+00:00,"@SrikanthBhandar We understand your concern regarding refund. Usually returned item reaches the fulfillment center in 13 days and refund will be automatically issued once it reached. Kindly refer here: https://t.co/XmY0apl7OO for more info on refund.

-Kesha"
35,2025-03-07 08:19:59+00:00,"@TransbianGrace Congratulations Janet. I hope everyone will support her by buying a copy, we have a copy on pre-order from Amazon"
36,2025-03-07 08:17:55+00:00,"@DanishA93103487 As suggested earlier, once the order is picked up, it will take 13 days for the item to be returned to warehouse and subsequent initiation of refund. We request you to wait till the mentioned timeline. You may check the refund status here: https://t.co/LjYILTJREp.
-Juveria"
37,2025-03-07 08:17:49+00:00,"[Issue] Amazon Traffic Degradation (AS16509) (#277987)

We are currently observing traffic degradation related to Amazon Peering (45.120.249.23 and 45.120.249.24).

Please note:  
This matter does not involve issues with…
https://t.co/dP8scWUxGR"
38,2025-03-07 08:17:27+00:00,"I am place the order from https://t.co/leM6cTu80R 
But I received the different order . Amazon pickup the order but still not refund my money . Order id 404-3018072-7464338 place on 14th feb . https://t.co/y85Od071SM"
39,2025-03-07 08:16:21+00:00,"@despxwned Morning!
You support me by retweeting this please?
The book below was done completely by AI as a personal experiment to see what the Kindle process is. Work in progress, but its very informative! The Ultimate Guide to Successful Crypto Investing https://t.co/joUTlzY9Lu"
40,2025-03-07 08:15:44+00:00,@amazonIN @AmazonHelp @JeffBezos Replacement Defective Item has been picked up on 2nd Mar. The refund hasn't been initiated as of 07-Mar. What are your policies for delayed returns? @isostandards
41,2025-03-07 08:15:00+00:00,"🖱️ Sounce Ergonomic Mouse Pad | Gel Wrist Rest Support | Non-Slip PU Base | Washable &amp; Durable | Black

💰 Deal Price: ₹149
🛒 Buy Now: https://t.co/WYdFMlSE7t

📢 Follow us for daily savings: https://t.co/lWsmyv0lbK

#Ad https://t.co/R80qeq0oRe"
42,2025-03-07 08:14:12+00:00,"@amazon @ajassy @panos_panay @amazon @amazonIN 
My issue remains unresolved till date."
43,2025-03-07 08:13:00+00:00,"Your chat representative Lekita is not able to resolving my issue regarding the payment number 100000423356210. She do have a proper manner to talk with an Author of KDP.

@AmazonKDP @amazon @AmazonHelp #Lekita"
44,2025-03-07 08:12:35+00:00,"@amazonIN 🚨 Amazon Fraud Alert! 🚨
@AmazonHelp @AmazonIN I ordered items, but received wrong sizes! Now Amazon refuses a refund!
📌 Order 404-7790554-7137958, 407-2073491-5581158
📌 Honey: Ordered 450g×2, got 225g×2
📌 Vim Bar: Ordered 130g, got 110g
📌 Surf Excel: Ordered 5kg, got 1kg https://t.co/2aFpFNmRlh"
45,2025-03-07 08:11:47+00:00,"@AmazonHelp We spoke with your support team, but we did not receive a satisfactory solution. We have already shared sufficient information with you. Kindly raise the complaint yourself."
46,2025-03-07 08:11:44+00:00,"@AmazonHelp @amazonIN @JeffBezos @CCI_India This seems as per your Company policy, Refund would be processed within 13 days of pick up. So in that scenario, on Sunday, 2nd March pick was done, accordingly till 15th March, Refund would be done. If your Company fails till that date, what action Consumer will take, suggest???"
47,2025-03-07 08:10:26+00:00,"Dear Amazon Customer Service
I had raised return for my tv several times but evey time it got rejected. Lastly they told me that customer had refused to return. Why I will do that. Now I want my refund of my product. It is harsh mentally. Order no- 402-5545148-5046741 @amazonIN"
48,2025-03-07 08:06:46+00:00,"@AmazonHelp @amazonIN @amazon @AmazonNews_IN Issue me refund for my order which i already returned to seller
@amazonIN 
@amazon"
49,2025-03-07 08:05:48+00:00,"💥🔥Full HD Smart Wi-Fi CCTV Home Security Camera | 360° with Pan Tilt | View &amp; Talk | Motion Alert | Night Vision | SD Card (Upto 128 GB), Alexa &amp; Google Support | IR Distance 10mtr | CP-E25A💥🔥

✅₹1,199

🛒https://t.co/rULQWe7c0Z"
50,2025-03-07 08:00:14+00:00,"Please grab a copy of my book available on https://t.co/EKKiHl7pYh
🙏 Thanks for the support https://t.co/OoSyhwkpum"
51,2025-03-07 07:58:49+00:00,@ABPNews @AmazonHelp @amazonIN  when I post on X amazon scam or worg product delivered and when I complaint abut I recive worng product they told wait 5 day our investigation team check and mail to you I recive mail that mail screenshot attech her they mention dimage item case 🆑 https://t.co/G6eERmjRBI
52,2025-03-07 07:58:20+00:00,"@David52578899 @Tablesalt13 There’s a broader issue with intelligence corruption.  

Hey— why does Mark Carney have a security clearance when he’s a private citizen?

https://t.co/v22GhAiPB1"
53,2025-03-07 07:57:24+00:00,"@Cryptobuyer90 @amazonIN @amazon @AmazonNews_IN @Cryptobuyer90 We request you to kindly reach out to our support team here via chat : https://t.co/VnpHkV7LOb for further assistance. (1/2)
-Varsha"
54,2025-03-07 07:56:53+00:00,"@AmazonHelp Dears
I hope you are doing well. I placed an order on 27th February, but I have yet to receive it. Despite my attempts to get assistance, I have not received any updates or support regarding the delivery status.
. I have attached relevant details for your reference. https://t.co/1LBi9RaHiM"
55,2025-03-07 07:55:48+00:00,"Kindly issue me my full refund i already send the item which i received from amazon fully different in colour but I did receive my refund 5 days complete didn't receive my refund 
@amazonIN 
@amazon 
@AmazonNews_IN 
@AmazonHelp https://t.co/TBN0CEmfHu"
56,2025-03-07 07:54:44+00:00,@AOC lol your own people are the ones going against you. So you’re going to say the right wingers are the reason why you lose your next election. But your the one who push them to the right from your lack of support in dc. Remember amazon was going to create jobs and you deny them
57,2025-03-07 07:51:59+00:00,"@Infosys_GSTN  Google and Amazon (AWS) Invoices are visible in GSTR-2A, but not reflecting in IMS. Please resolve issue . Ticket No G-202503071483237"
58,2025-03-07 07:49:43+00:00,"$AMZN looks good here. Oversold on the 1-day chart. It is at support. #AMAZON 🔥

#bitcoin #crypto $BTC $ETH #altcoin #trading #signal #memecoin #forex #xau #investing #gold #API #copytrading #AMZN $AMZN
https://t.co/wi1jkR9Gl8 https://t.co/OKNa1hoOrS"
59,2025-03-07 07:45:53+00:00,@SBICard_Connect If u guys cannot resolve the problem atlest plz refund those 2000 points I will redeem with bookmyshow or amazon. U guys wasting my time and tesing patience
60,2025-03-07 07:43:08+00:00,"Amazon Limited Deal -26%
Biotin | Collagen | Keratin - Clinically Tested Supplement - Hair Growth Support, Skin &amp; Nails - 25000 mcg Vitamins B2, B3, B6 &amp; B7 + B1 &amp; Hyaluronic Acid - Made in USA

Buy Link : https://t.co/1XaPJIqZHK https://t.co/CwGfTKYTX3"
61,2025-03-07 07:40:39+00:00,"@AmazonHelp I tried to return the product, but the option is not available. Please register a complaint to process the return and replacement of product. https://t.co/lTUvex49V7"
62,2025-03-07 07:37:41+00:00,"@OfficialSBICare @TheOfficialSBI Amazon refunded me 233 rupees by debit card on February 22, 2025, but the refund has not yet been deposited into my bank account.
Please tell me the process on how to get the money refunded. Please help me."
63,2025-03-07 07:32:00+00:00,"BIG ANNOUNCEMENT 📣!!!
(for me, anyway) &amp; I would ❤️ your support!

THE MOVIE I Co-Produced, called “Crypto Heads,” JUST WENT LIVE ON AMAZON PRIME TONIGHT!!!

…7 years later (after the first scenes were filmed)!

And, full disclosure,  YES …I still shitcoined at that time 😑… https://t.co/XNPEejmZ9G https://t.co/TJ9301z7is"
64,2025-03-07 07:31:51+00:00,🎁Want to try our new #kidscamera for FREE?  We're looking for Amazon users from EU! Simply test it and leave a review. We support PayPal payment! DM me for more info! #FreeTrial #Amazon #KidsToy #reviewer #Giveaway https://t.co/n4VJfuk5vX
65,2025-03-07 07:26:55+00:00,"@amazonIN @AmazonHelp We ordered the OnePlus Z2 ANC (Tracking ID: 164704099163, Order ID: 405-4940333-6134704) but received a used product. Video proof is attached.
This is the fourth time we've faced this issue at this location. Please investigate urgently. https://t.co/BcmEDQDRT4"
66,2025-03-07 07:26:39+00:00,"@AmazonHelp How can I contact with them 
Please help me .
Can you please send me your mail id where I raised my issue"
67,2025-03-07 07:25:47+00:00,@AmazonHelp i am amazon prime member. I have ordered from Amazon fresh 4 times in last 2 days.everytime order gets cancelled by Amazon without my permission. I have contacted Amazon customer support but they made false promises.worst apps with worst customer support.
68,2025-03-07 07:20:13+00:00,"MoKo Case for iPad (A16) 11th Generation 11 Inch 2025, iPad 10th Generation 10.9 inch 2022, Slim Stand Protective Cover with PC Translucent Back Shell Cover, Support Touch ID, Navy Blue
👉https://t.co/S4Zo1XQJVj
#MoKo #iPadCase #SlimStand #TouchIDSupport #AutoWakeSleep… https://t.co/CoyZHigpGB"
69,2025-03-07 07:08:40+00:00,"@airtelindia You guys are the worst!

1. Amazon Prime subscription purchased through Airtel stopped working after 6 months (October 4, 2024). Raised 10+ tickets, mailed nodal office, but the issue remains unresolved."
70,2025-03-07 07:02:42+00:00,"#Amazon Dubai office support is horrible and pathetic, there is no way to contact them, purely at the mercy of So-called customer support, one faulty item to be picked for repair is pending pickup, despite 3 weeks have passed. 
Can anyone help"
71,2025-03-07 06:58:59+00:00,"The Galaxy M06 5G comes with 4 years of OS support and security updates. Grab it today on Amazon IN.
#GalaxyM06 5G @amazonIN @SamsungIndia #LoveForMonster https://t.co/xxIS65Ojr1"
72,2025-03-07 06:58:53+00:00,"@AmazonHelp i am not able to track it or cancell it, hope ypu are able to understand issue, which is clear from images, it is showing problem with product on your portal, and returning to seller, how com i reject delivery if it is not on the way to my address??"
73,2025-03-07 06:58:08+00:00,"@bamipripe99 @HedyThuy77171 ""Hi I am an honest Amazon seller agent with a variety of free products available. If you're interested, feel free to send me a private message! After leaving a review, I will refund the product cost through PayPal, including covering PayPal fees. Your feedback are important to me"
74,2025-03-07 06:56:58+00:00,"NutriFlair Liposomal Vitamin C 1700mg, 180 Capsules - High Absorption, Fat Soluble VIT C, Antioxidant Supplement, Higher Bioavailability Immune System Support &amp; Collagen Booster, Non-GMO, Vegan Pills
👉https://t.co/uqyMPR6NsQ
#LiposomalVitaminC #ImmuneBoost #VitaminCSupplement… https://t.co/BxEu5MWpix"
75,2025-03-07 06:56:48+00:00,"@HedyThuy77171 ""Hi,I am an honest Amazon seller agent with a variety of free products available. If you're interested, feel free to send me a private message! After leaving a review, I will refund the product cost through PayPal, including covering PayPal fees. Your feedback are important to me"
76,2025-03-07 06:56:19+00:00,"@HismithOfficil @nclakegirl ""Hi,I am an honest Amazon seller agent with a variety of free products available. If you're interested, feel free to send me a private message! After leaving a review, I will refund the product cost through PayPal, including covering PayPal fees. Your feedback are important to me"
77,2025-03-07 06:55:27+00:00,"@AmazonHelp I ordered a SAKGEN watch (Order ID:406-3554222-4059567) for ₹9,447 but got a CASIO instead. Returned it on 17th Feb, promised a refund by 1st Mar. Now you're denying it, claiming I returned the ""wrong item""? I NEVER got the right product! This is fraud! Fix this ASAP"
78,2025-03-07 06:54:51+00:00,"@DanishA93103487 We're sorry about the unpleasant experience you've had with the refund. Refund requests are processed by Amazon within 13 days of successful pickup. Kindly wait for this time frame for the refund to be issued. To know more please visit: https://t.co/aUlrTIXKU2 . 
-Parvez"
79,2025-03-07 06:53:10+00:00,"@amazonIN I ordered a motherboard that was listed as supporting LGA-1200, but the one I received has an LGA-1700 socket. This is an error in Amazon’s listing! Even after raising a complaint, Amazon refused to help and said the product is correct. Is this the kindof customer service we get? https://t.co/mDcoS1REsR"
